User ID,Filename,Camera View,Activity Type,Start Time,End Time,Label/Class ID,Appearance Block
 , , Rear_view, Distracted,0:08:56,0:09:22,5,None
 ,, Rear_view, Distracted,0:09:23,0:09:24,NA,None
 ,Rightside_window_User_id_65818_1, Rightside_window, Distracted,0:00:00,0:00:08,NA,None
 ,, Rightside_window, Distracted,0:00:09,0:00:34,9,None
 ,, Rightside_window, Distracted,0:00:44,0:01:04,7,None
 ,, Rightside_window, Distracted,0:01:14,0:01:36,13,None
 ,, Rightside_window, Distracted,0:01:47,0:02:12,14,None
 ,, Rightside_window, Distracted,0:02:24,0:02:38,6,None
 ,, Rightside_window, Distracted,0:02:49,0:03:10,10,None
 ,, Rightside_window, Distracted,0:03:22,0:03:46,17,None
 ,, Rightside_window, Distracted,0:03:55,0:04:21,16,None
 ,, Rightside_window, Distracted,0:04:33,0:04:56,11,None
 ,, Rightside_window, Distracted,0:04:58,0:05:28,0,None
 ,, Rightside_window, Distracted,0:05:31,0:05:44,15,None
 ,, Rightside_window, Distracted,0:06:00,0:06:12,3,None
 ,, Rightside_window, Distracted,0:06:26,0:06:47,12,None
 ,, Rightside_window, Distracted,0:06:59,0:07:14,4,None
 ,, Rightside_window, Distracted,0:07:20,0:07:44,2,None
 ,, Rightside_window, Distracted,0:08:00,0:08:14,8,None
 ,, Rightside_window, Distracted,0:08:29,0:08:39,1,None
 ,, Rightside_window, Distracted,0:08:56,0:09:22,5,None
 ,, Rightside_window, Distracted,0:09:23,0:09:24,NA,None
 ,Dashboard_User_id_65818_2, Dashboard, Distracted,0:00:00,0:00:24,NA,Hat
 , , Dashboard, Distracted,0:00:36,0:00:57,9,Hat
 , , Dashboard, Distracted,0:01:10,0:01:30,7,Hat
, , Dashboard, Distracted,0:01:40,0:02:02,13,Hat
, , Dashboard, Distracted,0:02:13,0:02:37,14,Hat
, , Dashboard, Distracted,0:02:48,0:03:05,6,Hat
, , Dashboard, Distracted,0:03:14,0:03:38,10,Hat
, , Dashboard, Distracted,0:03:47,0:04:15,17,Hat
, , Dashboard, Distracted,0:04:24,0:04:49,16,Hat
, , Dashboard, Distracted,0:04:57,0:05:19,11,Hat
,, Dashboard, Distracted,0:05:20,0:05:50,0,Hat
,, Dashboard, Distracted,0:05:51,0:06:09,3,Hat
,, Dashboard, Distracted,0:06:13,0:06:39,15,Hat
,, Dashboard, Distracted,0:06:40,0:07:12,12,Hat
,, Dashboard, Distracted,0:07:16,0:07:35,4,Hat
,, Dashboard, Distracted,0:07:43,0:08:09,2,Hat
,, Dashboard, Distracted,0:08:10,0:08:40,8,Hat
,, Dashboard, Distracted,0:08:43,0:09:06,1,Hat
,, Dashboard, Distracted,0:09:11,0:09:15,NA,Hat
,Rear_view_User_id_65818_2, Rear_view, Distracted,0:00:00,0:00:24,NA,Hat
,, Rear_view, Distracted,0:00:36,0:00:57,9,Hat
,, Rear_view, Distracted,0:01:10,0:01:30,7,Hat
,, Rear_view, Distracted,0:01:40,0:02:02,13,Hat
,, Rear_view, Distracted,0:02:13,0:02:37,14,Hat
,, Rear_view, Distracted,0:02:48,0:03:05,6,Hat
,, Rear_view, Distracted,0:03:14,0:03:38,10,Hat
,, Rear_view, Distracted,0:03:47,0:04:15,17,Hat
,, Rear_view, Distracted,0:04:24,0:04:49,16,Hat
,, Rear_view, Distracted,0:04:57,0:05:19,11,Hat
,, Rear_view, Distracted,0:05:20,0:05:50,0,Hat
,, Rear_view, Distracted,0:05:51,0:06:09,3,Hat
,, Rear_view, Distracted,0:06:13,0:06:39,15,Hat
,, Rear_view, Distracted,0:06:40,0:07:12,12,Hat
, , Rear_view, Distracted,0:07:16,0:07:35,4,Hat
, , Rear_view, Distracted,0:07:43,0:08:09,2,Hat
, , Rear_view, Distracted,0:08:10,0:08:40,8,Hat
, , Rear_view, Distracted,0:08:43,0:09:06,1,Hat
, , Rear_view, Distracted,0:09:11,0:09:14,NA,Hat
,Rightside_window_User_id_65818_2, Rightside_window, Distracted,0:00:00,0:00:24,NA,Hat
, , Rightside_window, Distracted,0:00:36,0:00:57,9,Hat
, , Rightside_window, Distracted,0:01:10,0:01:30,7,Hat
, , Rightside_window, Distracted,0:01:40,0:02:02,13,Hat
, , Rightside_window, Distracted,0:02:13,0:02:37,14,Hat
, , Rightside_window, Distracted,0:02:48,0:03:05,6,Hat
, , Rightside_window, Distracted,0:03:14,0:03:38,10,Hat
, , Rightside_window, Distracted,0:03:47,0:04:15,17,Hat
, , Rightside_window, Distracted,0:04:24,0:04:49,16,Hat
, , Rightside_window, Distracted,0:04:57,0:05:19,11,Hat
, , Rightside_window, Distracted,0:05:20,0:05:50,0,Hat
, , Rightside_window, Distracted,0:05:51,0:06:09,3,Hat
, , Rightside_window, Distracted,0:06:13,0:06:39,15,Hat
, , Rightside_window, Distracted,0:06:40,0:07:12,12,Hat
, , Rightside_window, Distracted,0:07:16,0:07:35,4,Hat
, , Rightside_window, Distracted,0:07:43,0:08:09,2,Hat
, , Rightside_window, Distracted,0:08:10,0:08:40,8,Hat
, , Rightside_window, Distracted,0:08:43,0:09:06,1,Hat
