User ID,Filename,Camera View,Activity Type,Start Time,End Time,Label/Class ID,Appearance Block
 ,Dashboard_user_id_56306_3, Dashboard, Distracted,0:00:00,0:00:07,NA,Sunglass
 ,, Dashboard, Distracted,0:00:08,0:00:36,3,Sunglass
 , , Dashboard, Distracted,0:00:43,0:00:57,17,Sunglass
 , , Dashboard, Distracted,0:01:01,0:01:26,12,Sunglass
 , , Dashboard, Distracted,0:01:30,0:02:03,4,Sunglass
 , , Dashboard, Distracted,0:02:04,0:02:33,9,Sunglass
 , , Dashboard, Distracted,0:02:35,0:03:07,0,Sunglass
 , , Dashboard, Distracted,0:03:09,0:03:40,2,Sunglass
, , Dashboard, Distracted,0:03:45,0:04:04,14,Sunglass
, , Dashboard, Distracted,0:04:12,0:04:38,7,Sunglass
, , Dashboard, Distracted,0:04:42,0:05:09,11,Sunglass
, , Dashboard, Distracted,0:05:15,0:05:36,8,Sunglass
, , Dashboard, Distracted,0:05:37,0:06:07,1,Sunglass
,, Dashboard, Distracted,0:06:14,0:06:34,16,Sunglass
,, Dashboard, Distracted,0:06:38,0:07:05,6,Sunglass
,, Dashboard, Distracted,0:07:06,0:07:27,10,Sunglass
,, Dashboard, Distracted,0:07:35,0:07:59,13,Sunglass
,, Dashboard, Distracted,0:08:02,0:08:30,5,Sunglass
,, Dashboard, Distracted,0:08:33,0:08:54,15,Sunglass
,, Dashboard, Distracted,0:08:55,0:09:14,NA,Sunglass
,Rear_view_user_id_56306_3, Rear_view, Distracted,0:00:00,0:00:07,NA,Sunglass
,, Rear_view, Distracted,0:00:08,0:00:36,3,Sunglass
,, Rear_view, Distracted,0:00:43,0:00:57,17,Sunglass
,, Rear_view, Distracted,0:01:01,0:01:26,12,Sunglass
,, Rear_view, Distracted,0:01:30,0:02:03,4,Sunglass
,, Rear_view, Distracted,0:02:04,0:02:33,9,Sunglass
,, Rear_view, Distracted,0:02:35,0:03:07,0,Sunglass
,, Rear_view, Distracted,0:03:09,0:03:40,2,Sunglass
,, Rear_view, Distracted,0:03:45,0:04:04,14,Sunglass
,, Rear_view, Distracted,0:04:12,0:04:38,7,Sunglass
,, Rear_view, Distracted,0:04:42,0:05:09,11,Sunglass
,, Rear_view, Distracted,0:05:15,0:05:36,8,Sunglass
,, Rear_view, Distracted,0:05:37,0:06:07,1,Sunglass
,, Rear_view, Distracted,0:06:14,0:06:34,16,Sunglass
,, Rear_view, Distracted,0:06:38,0:07:05,6,Sunglass
,, Rear_view, Distracted,0:07:06,0:07:27,10,Sunglass
,, Rear_view, Distracted,0:07:35,0:07:59,13,Sunglass
, , Rear_view, Distracted,0:08:02,0:08:30,5,Sunglass
, , Rear_view, Distracted,0:08:33,0:08:54,15,Sunglass
, , Rear_view, Distracted,0:08:55,0:09:12,NA,Sunglass
,Rightside_window_user_id_56306_3, Rightside_window, Distracted,0:00:00,0:00:07,NA,Sunglass
, , Rightside_window, Distracted,0:00:08,0:00:36,3,Sunglass
, , Rightside_window, Distracted,0:00:43,0:00:57,17,Sunglass
, , Rightside_window, Distracted,0:01:01,0:01:26,12,Sunglass
, , Rightside_window, Distracted,0:01:30,0:02:03,4,Sunglass
, , Rightside_window, Distracted,0:02:04,0:02:33,9,Sunglass
, , Rightside_window, Distracted,0:02:35,0:03:07,0,Sunglass
, , Rightside_window, Distracted,0:03:09,0:03:40,2,Sunglass
, , Rightside_window, Distracted,0:03:45,0:04:04,14,Sunglass
, , Rightside_window, Distracted,0:04:12,0:04:38,7,Sunglass
, , Rightside_window, Distracted,0:04:42,0:05:09,11,Sunglass
, , Rightside_window, Distracted,0:05:15,0:05:36,8,Sunglass
, , Rightside_window, Distracted,0:05:37,0:06:07,1,Sunglass
, , Rightside_window, Distracted,0:06:14,0:06:34,16,Sunglass
, , Rightside_window, Distracted,0:06:38,0:07:05,6,Sunglass
, , Rightside_window, Distracted,0:07:06,0:07:27,10,Sunglass
, , Rightside_window, Distracted,0:07:35,0:07:59,13,Sunglass
, , Rightside_window, Distracted,0:08:02,0:08:30,5,Sunglass
, , Rightside_window, Distracted,0:08:33,0:08:54,15,Sunglass
, , Rightside_window, Distracted,0:08:55,0:09:15,NA,Sunglass
