User ID,Filename,Camera View,Activity Type,Start Time,End Time,Label/Class ID,Appearance Block
 , , Dashboard, Distracted,0:01:07,0:01:38,11,Hat
 , , Dashboard, Distracted,0:01:39,0:02:05,1,Hat
 , , Dashboard, Distracted,0:02:08,0:02:27,0,Hat
 , , Dashboard, Distracted,0:02:29,0:02:57,3,Hat
 , , Dashboard, Distracted,0:03:00,0:03:24,13,Hat
 , , Dashboard, Distracted,0:03:30,0:04:00,5,Hat
 , , Dashboard, Distracted,0:04:01,0:04:18,12,Hat
 , , Dashboard, Distracted,0:04:27,0:04:25,10,Hat
 , , Dashboard, Distracted,0:04:55,0:05:10,14,Hat
 , , Dashboard, Distracted,0:05:23,0:05:56,17,Hat
 , , Dashboard, Distracted,0:05:57,0:06:28,15,Hat
 , , Dashboard, Distracted,0:06:29,0:06:53,4,Hat
 , , Dashboard, Distracted,0:07:06,0:07:20,5,Hat
 , , Dashboard, Distracted,0:07:24,0:08:00,7,Hat
 , , Dashboard, Distracted,0:08:02,0:08:30,16,Hat
 , , Dashboard, Distracted,0:08:31,0:09:03,8,Hat
 , , Dashboard, Distracted,0:09:04,0:09:05,NA,Hat
 ,Rear_view_User_id_79336_2, Rear_view, Distracted,0:00:00,0:00:04,NA,Hat
 ,, Rear_view, Distracted,0:00:10,0:00:38,2,Hat
 , , Rear_view, Distracted,0:00:40,0:01:05,9,Hat
 , , Rear_view, Distracted,0:01:07,0:01:38,11,Hat
 , , Rear_view, Distracted,0:01:39,0:02:05,1,Hat
 , , Rear_view, Distracted,0:02:08,0:02:27,0,Hat
 , , Rear_view, Distracted,0:02:29,0:02:57,3,Hat
 , , Rear_view, Distracted,0:03:00,0:03:24,13,Hat
, , Rear_view, Distracted,0:03:30,0:04:00,5,Hat
, , Rear_view, Distracted,0:04:01,0:04:18,12,Hat
, , Rear_view, Distracted,0:04:27,0:04:25,10,Hat
, , Rear_view, Distracted,0:04:55,0:05:10,14,Hat
, , Rear_view, Distracted,0:05:23,0:05:56,17,Hat
, , Rear_view, Distracted,0:05:57,0:06:28,15,Hat
, , Rear_view, Distracted,0:06:29,0:06:53,4,Hat
, , Rear_view, Distracted,0:07:06,0:07:20,5,Hat
, , Rear_view, Distracted,0:07:24,0:08:00,7,Hat
, , Rear_view, Distracted,0:08:02,0:08:30,16,Hat
, , Rear_view, Distracted,0:08:31,0:09:03,8,Hat
, , Rear_view, Distracted,0:09:04,0:09:08,NA,Hat
,Rightside_window_User_id_79336_2, Rightside_window, Distracted,0:00:00,0:00:04,NA,Hat
, , Rightside_window, Distracted,0:00:10,0:00:38,2,Hat
, , Rightside_window, Distracted,0:00:40,0:01:05,9,Hat
, , Rightside_window, Distracted,0:01:07,0:01:38,11,Hat
, , Rightside_window, Distracted,0:01:39,0:02:05,1,Hat
, , Rightside_window, Distracted,0:02:08,0:02:27,0,Hat
, , Rightside_window, Distracted,0:02:29,0:02:57,3,Hat
, , Rightside_window, Distracted,0:03:00,0:03:24,13,Hat
, , Rightside_window, Distracted,0:03:30,0:04:00,5,Hat
, , Rightside_window, Distracted,0:04:01,0:04:18,12,Hat
, , Rightside_window, Distracted,0:04:27,0:04:25,10,Hat
, , Rightside_window, Distracted,0:04:55,0:05:10,14,Hat
, , Rightside_window, Distracted,0:05:23,0:05:56,17,Hat
, , Rightside_window, Distracted,0:05:57,0:06:28,15,Hat
, , Rightside_window, Distracted,0:06:29,0:06:53,4,Hat
, , Rightside_window, Distracted,0:07:06,0:07:20,5,Hat
, , Rightside_window, Distracted,0:07:24,0:08:00,7,Hat
, , Rightside_window, Distracted,0:08:02,0:08:30,16,Hat
, , Rightside_window, Distracted,0:08:31,0:09:03,8,Hat
, , Rightside_window, Distracted,0:09:04,0:09:08,NA,Hat
